stat08,semel,sa,eligible,voted,valid,n_ballots,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,יך,יץ,כ,ל,מחל,מרצ,נז,ני,נץ,ע,פה,ף,ףץ,קנ,קץ,רק,שס
3930001,393,1,388,264,262,1,133,0,1,0,0,0,5,0,0,0,0,8,1,7,76,0,0,0,0,28,0,0,2,1,0,0
36060001,3606,1,132,82,82,1,17,0,0,0,0,0,15,0,0,0,0,6,0,21,1,0,0,0,0,22,0,0,0,0,0,0
3460001,346,1,318,271,269,1,169,0,4,0,0,0,6,0,0,0,0,9,0,17,28,0,0,0,0,31,0,0,0,0,1,4
3690001,369,1,358,272,271,1,185,0,0,0,0,0,3,0,0,0,0,10,1,6,32,0,0,0,0,29,0,0,3,0,1,1
7450001,745,1,631,531,530,1,11,14,0,0,0,0,276,0,0,0,0,17,4,113,7,1,0,0,0,11,0,0,1,59,0,16
10720001,1072,1,304,264,264,1,99,0,0,0,0,0,7,0,0,0,0,37,0,64,7,0,0,0,0,40,0,0,5,2,0,3
2250001,225,1,576,452,452,1,228,0,1,0,0,0,11,0,0,0,0,47,5,33,41,0,0,0,0,78,0,0,7,0,0,1
2390001,239,1,521,442,439,1,204,1,1,0,0,1,16,0,0,0,0,28,8,30,52,0,0,0,0,89,1,0,7,1,0,0
7340001,734,1,580,481,480,1,255,0,0,0,0,0,22,0,0,0,0,24,6,35,50,0,0,0,0,78,0,0,7,1,0,2
1660003,166,3,5917,4526,4494,10,771,45,1,0,0,0,403,1,0,0,0,470,199,1580,56,2,0,1,0,539,0,2,92,164,3,165
1660001,166,1,3628,2853,2831,6,680,62,2,0,0,1,174,0,0,0,0,289,57,788,94,0,0,0,3,395,1,2,62,65,4,152
1660002,166,2,4836,3720,3703,8,797,18,1,0,0,0,289,1,1,0,0,418,103,1131,60,2,0,1,0,621,0,1,70,80,3,106
12740001,1274,1,1897,1409,1402,3,394,3,0,0,0,0,108,0,0,0,0,117,46,449,54,0,0,0,0,177,0,1,25,10,0,18
3110001,311,1,247,199,198,1,87,2,0,0,0,0,14,0,0,0,0,11,0,30,10,0,0,0,0,38,0,0,5,0,1,0
1440001,144,1,379,304,301,1,215,0,1,0,0,0,8,0,0,0,0,7,0,4,36,0,0,0,0,26,0,0,1,3,0,0
720001,72,1,854,675,671,2,291,0,3,0,0,0,2,0,0,0,0,10,0,6,318,0,0,0,0,32,0,0,8,0,0,1
5490001,549,1,600,494,493,1,166,2,0,0,0,0,26,0,0,0,0,50,6,112,11,1,0,0,0,109,0,0,5,3,0,2
8360001,836,1,347,286,284,1,93,3,0,0,0,0,14,0,0,0,0,20,7,65,18,0,0,0,0,58,0,0,3,0,0,3
11030001,1103,1,229,187,186,1,89,0,0,0,0,1,6,0,0,0,0,8,2,23,19,1,0,0,0,33,0,0,3,1,0,0
8620001,862,1,519,401,395,1,127,0,0,0,0,0,12,0,0,0,0,59,5,85,11,1,0,0,0,71,0,0,6,5,2,11
2180001,218,1,200,160,160,1,73,0,1,0,0,0,4,0,0,0,0,11,0,16,17,0,0,0,0,31,0,0,4,2,0,1
2290003,229,3,5374,4145,4117,9,1295,49,3,0,0,4,182,0,1,0,0,380,50,952,226,0,1,0,0,640,0,1,40,57,2,234
2290001,229,1,4615,3770,3749,7,987,179,7,0,0,0,298,0,0,0,0,265,62,697,120,1,0,1,0,573,0,0,28,153,3,375
2290002,229,2,1610,1260,1250,3,529,8,1,0,0,1,60,0,0,0,0,63,19,230,60,1,0,0,0,232,0,0,16,10,0,20
8420001,842,1,580,456,452,1,251,0,0,0,0,0,5,0,0,0,0,9,2,4,145,0,0,0,0,29,0,1,6,0,0,0
4630001,463,1,462,312,310,1,153,0,2,0,0,0,4,0,0,0,0,4,3,12,93,0,0,0,0,28,0,0,10,0,0,1
390001,39,1,252,197,194,1,4,9,0,0,0,0,18,1,0,0,0,15,1,107,1,0,0,0,1,3,0,0,2,3,1,28
11290001,1129,1,293,187,185,1,100,0,0,0,0,0,7,0,0,0,0,5,0,19,30,0,0,0,0,22,0,1,1,0,0,0
40220001,4022,1,195,138,137,1,59,0,0,0,0,0,10,0,0,0,0,12,1,16,14,0,0,0,0,14,0,0,9,0,0,2
5740001,574,1,1116,825,819,2,357,1,1,0,0,0,25,0,0,0,0,62,19,146,67,0,0,0,0,133,0,1,4,1,0,2
3050001,305,1,420,281,281,1,191,0,0,0,0,0,5,0,0,0,0,8,5,16,25,1,0,1,0,23,0,0,6,0,0,0
3400001,340,1,471,332,331,1,170,0,2,0,0,0,7,0,0,0,0,17,2,17,77,0,0,0,0,33,0,0,4,0,2,0
1280001,128,1,195,152,152,1,61,0,0,0,0,1,4,0,0,0,0,22,2,24,9,0,0,0,0,25,0,0,2,0,0,2
4940005,494,5,11579,6790,6666,17,1556,3,460,1,0,0,16,0,1,0,4,2506,627,519,126,1,1,1,13,411,4,8,23,1,5,379
1460001,146,1,219,163,161,1,73,0,0,0,0,0,7,0,0,0,0,23,0,24,1,0,0,0,0,26,0,0,2,1,0,4
4890001,489,1,6074,4512,4504,9,15,0,4397,0,1,0,3,0,0,0,3,3,9,10,22,0,0,0,24,1,0,2,2,1,0,11
8490001,849,1,505,398,398,1,193,0,0,0,0,0,9,0,0,0,0,15,2,17,107,0,0,0,0,47,0,0,4,4,0,0
4070001,407,1,235,163,161,1,99,0,0,0,0,0,3,0,0,0,0,8,4,12,6,0,0,0,0,19,0,1,4,0,1,4
620001,62,1,524,368,366,1,258,0,0,0,0,0,5,0,0,0,0,22,1,16,28,0,0,0,0,30,0,0,6,0,0,0
790001,79,1,526,407,404,1,266,0,0,0,0,0,9,0,0,0,0,18,3,21,37,0,0,0,0,41,0,1,8,0,0,0
10670001,1067,1,344,217,217,1,12,5,0,0,0,0,14,0,0,0,0,30,1,129,0,0,0,0,0,1,0,0,1,2,0,22
37470001,3747,1,725,611,608,1,4,1,0,0,0,0,459,0,0,0,0,3,1,73,2,0,0,1,0,0,0,0,5,59,0,0
7380001,738,1,266,220,219,1,94,0,1,0,0,1,10,0,0,0,0,28,1,41,11,0,0,0,0,30,0,0,2,0,0,0
3360001,336,1,513,384,382,1,245,0,0,0,0,0,14,0,0,0,0,12,3,7,48,0,0,0,0,40,0,1,11,0,0,1
4750001,475,1,429,259,256,1,7,2,231,0,0,0,0,0,0,0,0,1,0,1,8,0,0,1,5,0,0,0,0,0,0,0
4920001,492,1,6437,5339,5316,10,92,3,4955,0,1,0,0,0,1,0,2,65,25,34,62,0,2,1,20,11,0,3,1,3,0,35
22000002,2200,2,1727,1030,1010,3,81,9,0,0,0,0,90,0,0,0,0,78,91,397,7,0,0,0,0,55,1,0,17,60,1,123
22000006,2200,6,3912,2374,2330,6,180,20,2,0,0,0,137,2,0,0,1,169,338,952,15,1,1,1,0,189,1,7,25,56,1,232
22000001,2200,1,559,342,336,1,41,9,1,0,0,0,6,0,0,0,0,20,15,129,4,0,0,0,0,31,0,0,5,14,0,61
22000007,2200,7,4160,2504,2472,8,219,31,1,0,0,1,179,0,0,0,1,190,205,976,14,0,1,0,0,246,0,2,32,55,0,319
22000004,2200,4,3671,2219,2172,6,153,8,5,0,0,2,136,1,0,0,0,138,261,860,6,0,2,1,2,205,0,2,21,63,2,304
22000005,2200,5,1686,997,972,3,63,6,2,0,0,0,49,0,0,0,0,66,151,353,3,1,0,0,1,81,0,0,13,35,3,145
22000003,2200,3,1605,809,799,3,63,3,9,0,0,0,28,0,0,0,0,43,69,355,5,0,0,1,0,52,0,0,6,29,1,135
22000011,2200,11,1920,979,950,4,63,9,1,0,0,0,44,1,0,0,0,63,164,395,3,1,1,0,0,55,0,0,11,24,1,114
22000008,2200,8,1535,919,904,3,82,14,2,0,0,0,62,1,0,0,0,67,105,348,7,0,0,1,2,56,0,3,11,21,1,121
22000009,2200,9,3874,2790,2757,6,214,15,0,0,0,0,214,0,0,0,0,233,64,1305,6,1,0,0,1,344,0,1,41,64,1,253
22000012,2200,12,2339,1432,1409,4,99,32,2,0,0,1,139,0,0,0,0,109,114,545,6,1,0,0,0,105,0,1,16,53,1,185
20630001,2063,1,299,204,203,1,34,0,0,0,0,0,10,0,0,0,0,50,0,83,1,0,0,0,0,7,0,0,3,1,1,13
3000001,300,1,670,522,522,2,259,1,2,0,0,0,6,0,0,0,0,8,1,5,195,0,0,0,0,40,0,0,2,1,2,0
4310001,431,1,588,431,427,1,2,4,0,0,0,0,36,0,0,0,0,51,4,251,0,0,0,0,0,0,0,1,5,12,0,61
13170001,1317,1,268,188,185,1,4,1,173,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,2,0,0,1
3030001,303,1,467,357,356,1,179,0,1,0,0,0,3,0,0,0,0,11,2,6,119,0,0,0,0,22,0,0,9,4,0,0
3020001,302,1,554,444,442,1,267,0,1,0,0,0,6,0,0,0,0,28,8,28,39,0,0,0,0,49,0,0,15,0,0,1
12410001,1241,1,241,164,164,1,50,0,0,0,0,0,15,0,0,0,0,17,9,35,4,0,0,0,0,29,0,0,5,0,0,0
13490001,1349,1,394,287,285,1,61,0,190,0,0,0,1,0,0,0,0,16,0,2,1,0,0,1,9,0,0,2,1,0,0,1
7020001,702,1,164,102,101,1,43,1,0,0,0,0,3,0,0,0,0,11,2,12,7,0,0,0,0,12,0,0,7,1,0,2
6750001,675,1,288,208,208,1,132,0,1,0,0,0,4,0,0,0,0,8,0,21,21,0,0,0,0,17,0,0,3,0,1,0
3560001,356,1,562,414,414,1,232,0,0,0,0,0,8,0,0,0,0,26,4,54,32,0,1,0,0,45,0,0,8,0,0,4
1910001,191,1,447,376,376,1,180,1,1,0,0,0,11,0,0,0,0,29,3,24,50,0,0,0,0,67,0,0,8,1,0,1
97000021,9700,21,3674,2832,2823,5,1241,7,5,0,0,0,107,0,0,0,0,202,64,393,182,1,1,1,0,528,1,0,32,18,1,39
97000015,9700,15,4952,3694,3679,8,1427,16,1,0,0,0,136,0,0,0,0,354,57,713,254,3,0,0,1,562,0,1,53,19,2,80
97000022,9700,22,2856,2225,2217,5,800,7,1,0,1,0,73,0,0,0,0,178,28,434,158,1,2,0,0,382,0,1,33,17,0,101
97000024,9700,24,3399,2627,2615,5,1117,8,4,1,0,0,80,0,0,0,1,178,54,434,200,1,0,0,0,417,1,0,42,19,2,56
97000033,9700,33,1641,1197,1186,3,319,9,2,0,0,0,73,0,0,0,0,105,9,348,71,0,0,0,0,137,0,0,23,18,0,72
97000032,9700,32,2387,1856,1838,4,666,12,2,1,0,0,72,0,0,0,0,121,102,375,124,0,1,0,0,294,0,1,22,18,3,24
97000014,9700,14,735,561,560,1,212,3,2,0,0,0,18,0,0,0,0,50,15,93,48,0,0,0,0,102,0,1,7,4,0,5
97000013,9700,13,1527,1306,1304,3,575,2,0,0,0,0,42,0,0,0,0,91,24,188,88,0,0,0,0,270,0,0,12,7,1,4
97000011,9700,11,5490,4197,4176,10,1301,43,11,0,0,1,199,0,1,0,0,388,77,1032,213,1,0,0,0,526,1,2,70,86,6,218
97000012,9700,12,3861,3191,3179,6,1293,15,3,0,0,0,137,0,0,0,0,282,59,516,169,0,1,0,1,597,0,0,33,21,5,47
97000023,9700,23,1975,1429,1417,3,474,13,0,0,0,2,58,0,0,0,1,147,51,334,74,0,0,0,0,199,0,1,12,20,0,31
97000031,9700,31,7078,5633,5610,11,2495,10,3,1,1,1,180,0,0,0,0,403,55,837,382,1,0,0,0,1110,0,2,58,15,3,53
7260001,726,1,474,325,323,1,45,1,0,0,0,0,27,0,0,0,0,31,5,153,5,0,0,0,0,28,0,0,3,4,1,20
11860001,1186,1,1200,934,934,2,52,1,0,0,0,0,494,0,0,0,0,24,1,187,10,0,0,0,0,142,0,1,5,14,0,3
2500001,250,1,838,588,586,2,340,3,3,0,0,0,14,0,0,0,0,15,0,18,143,0,0,0,0,32,0,0,16,1,0,1
3070001,307,1,464,390,390,1,10,3,0,0,0,0,221,0,0,0,0,17,1,94,0,0,0,1,0,2,0,0,2,30,0,9
4340001,434,1,503,399,398,1,264,3,0,0,0,0,4,0,0,0,0,12,4,13,34,0,0,0,0,49,0,0,12,1,1,1
6840001,684,1,537,434,432,1,267,0,0,0,0,0,15,0,0,0,0,22,5,27,20,0,0,0,0,61,0,0,12,3,0,0
12080001,1208,1,442,343,342,1,183,0,1,0,0,0,11,0,0,0,0,12,2,15,55,0,0,0,0,41,0,1,14,3,3,1
3770001,377,1,571,440,438,1,219,2,0,0,0,0,5,0,0,0,0,17,1,16,124,0,0,0,0,48,0,0,2,1,0,3
6770001,677,1,637,504,503,1,260,2,3,0,0,0,9,0,0,0,0,25,2,59,50,0,0,0,0,75,0,0,7,8,0,3
4230001,423,1,603,462,456,2,220,1,3,0,0,0,10,0,0,0,0,11,1,10,143,0,0,0,0,47,0,0,6,3,0,1
37690001,3769,1,2668,2135,2125,5,824,2,5,0,0,0,92,0,0,0,0,162,25,392,191,2,0,0,0,388,0,0,17,9,1,15
36030001,3603,1,864,694,691,2,86,2,2,0,0,2,93,0,0,0,0,79,13,283,22,1,0,0,0,56,0,0,11,16,1,24
12610001,1261,1,159,124,123,1,12,4,0,0,0,0,49,0,0,0,0,9,1,6,13,0,0,0,0,2,0,0,2,25,0,0
4640001,464,1,199,104,104,1,44,0,2,0,0,0,2,0,0,0,0,6,3,3,29,0,0,0,0,14,0,0,0,0,1,0
12490001,1249,1,360,292,290,1,129,0,9,0,0,0,0,0,0,0,0,3,2,1,132,0,0,0,0,14,0,0,0,0,0,0
64000011,6400,11,4041,2582,2544,7,385,49,6,1,0,1,93,0,0,0,1,308,221,866,94,0,0,1,1,200,0,2,43,47,2,223
64000012,6400,12,2119,1549,1535,3,370,42,4,0,0,0,92,0,0,0,1,170,53,428,77,1,0,0,0,169,0,2,23,16,0,87
64000013,6400,13,4961,3719,3696,8,710,183,6,0,0,0,253,0,0,0,0,392,72,1189,151,1,0,0,0,326,0,2,68,114,3,226
64000021,6400,21,4481,3366,3350,8,1623,8,4,0,0,0,99,0,0,0,0,180,25,450,294,1,0,0,0,598,1,1,29,9,0,28
64000024,6400,24,4436,3148,3122,8,1194,12,5,0,0,0,74,0,0,0,0,279,59,658,208,1,1,0,0,467,0,3,37,22,3,99
64000034,6400,34,6617,4352,4310,11,1330,40,7,0,0,0,190,0,0,0,0,441,215,1004,220,1,0,0,1,646,0,3,68,44,2,98
64000031,6400,31,4570,3209,3182,8,1031,22,8,0,0,0,126,0,0,0,0,267,107,720,195,1,0,0,2,538,0,2,46,42,1,74
64000022,6400,22,3036,2198,2173,5,876,11,3,0,0,0,65,0,0,0,0,152,37,430,173,1,0,0,0,355,0,1,28,13,2,26
64000023,6400,23,1507,1117,1108,3,295,15,2,0,0,0,30,0,0,0,1,148,14,295,59,0,0,0,0,114,1,2,18,16,2,96
64000033,6400,33,4234,2937,2923,7,965,34,6,0,0,0,203,0,0,0,0,267,80,603,151,1,0,1,0,458,1,1,42,58,1,51
64000035,6400,35,1226,878,869,2,267,10,0,0,0,0,50,1,0,0,0,73,29,204,57,0,0,0,0,127,0,1,6,15,0,29
64000043,6400,43,568,400,398,1,139,3,0,0,0,0,16,0,0,0,0,41,6,84,36,0,0,0,0,62,0,1,3,3,0,4
64000042,6400,42,3266,2228,2214,5,819,15,3,0,0,1,85,0,0,0,0,177,76,423,159,1,0,0,0,370,0,2,31,24,0,28
64000041,6400,41,3674,2575,2560,6,934,15,5,0,0,0,107,0,0,0,0,202,64,500,165,1,0,0,0,457,0,1,35,28,5,41
64000044,6400,44,4226,3224,3213,7,1362,17,1,0,0,0,134,0,0,0,0,226,54,505,278,1,0,0,0,563,0,2,27,14,1,28
64000051,6400,51,4740,3534,3514,8,1219,21,2,0,0,0,129,0,0,0,0,335,53,740,220,1,0,1,1,586,1,3,38,35,3,126
64000054,6400,54,2145,1703,1689,4,742,5,1,0,0,0,60,0,0,0,0,132,15,262,114,0,0,0,0,315,0,1,23,3,0,16
64000056,6400,56,2534,1780,1771,4,570,17,1,0,0,0,101,0,0,0,0,167,40,367,104,1,0,0,0,313,0,1,23,25,0,41
64000057,6400,57,2572,1728,1716,5,493,11,1,0,0,0,63,0,0,0,0,183,90,381,100,1,0,0,0,244,1,3,28,23,0,94
64000063,6400,63,2586,1844,1830,4,747,12,6,0,0,0,75,0,0,0,0,117,19,316,162,1,0,0,0,315,0,0,29,4,0,27
64000066,6400,66,4791,2958,2933,7,1158,12,21,0,0,2,111,0,0,0,0,183,48,625,278,1,0,0,0,383,1,4,39,16,4,47
64000065,6400,65,1390,858,853,2,367,6,3,0,0,0,28,1,0,0,0,32,9,210,55,1,0,0,0,111,0,0,11,5,0,14
64000064,6400,64,2574,1571,1559,4,643,9,6,0,0,0,45,0,0,0,0,83,44,348,113,0,0,0,0,224,0,0,21,12,0,11
64000052,6400,52,606,398,397,1,170,3,0,3,1,0,17,0,0,0,0,24,0,61,22,2,0,0,0,75,0,0,3,3,0,13
12030001,1203,1,249,199,197,1,89,1,1,0,0,0,4,0,0,0,0,9,1,18,54,0,0,0,0,14,0,0,3,0,3,0
36390001,3639,1,173,136,135,1,22,2,0,0,0,0,23,0,0,0,0,15,0,53,1,0,0,0,0,12,0,0,5,0,0,2
11330001,1133,1,185,150,148,1,24,0,1,0,0,0,13,0,0,0,0,28,3,48,11,0,0,0,0,9,0,0,1,2,0,8
8150001,815,1,374,310,308,1,8,19,0,0,0,0,19,0,0,0,0,8,1,163,2,0,0,0,0,1,0,0,2,19,0,66
440001,44,1,272,200,199,1,17,3,0,0,0,0,10,0,0,0,0,7,1,101,1,0,0,0,0,15,0,0,2,13,0,29
5840001,584,1,586,386,386,1,165,0,2,0,0,0,9,0,0,0,0,12,3,44,112,0,0,0,0,34,0,0,4,1,0,0
7880001,788,1,790,661,654,2,60,6,0,0,0,0,25,0,0,0,0,107,1,316,5,0,0,0,0,32,0,0,10,17,1,74
93000003,9300,3,5572,4211,4196,9,1365,98,8,0,0,1,273,1,1,0,0,393,63,820,266,3,0,1,0,572,0,0,53,62,6,210
93000001,9300,1,1815,1418,1410,3,597,2,1,0,0,0,65,0,0,0,0,113,15,219,119,1,0,0,0,252,0,2,10,10,0,4
93000002,9300,2,7827,6082,6061,12,1937,580,6,0,0,0,347,0,0,0,0,466,77,1021,415,2,0,0,0,811,0,1,52,58,3,285
7990001,799,1,686,554,554,1,42,2,0,0,0,0,26,0,1,0,0,52,4,352,2,0,0,0,0,14,0,1,5,15,0,38
12900001,1290,1,4088,2583,2568,7,58,1,2310,0,1,0,2,0,1,0,0,6,1,24,127,0,0,0,26,2,0,2,2,2,0,3
10650001,1065,1,277,229,228,1,1,1,0,0,0,0,19,0,0,0,0,8,0,71,0,0,0,1,1,4,0,0,0,113,0,9
8160001,816,1,366,277,273,1,8,2,0,0,0,0,24,0,0,0,0,28,3,151,2,0,0,0,0,12,0,1,1,8,0,33
20640001,2064,1,223,173,171,1,12,8,0,0,0,0,7,0,0,0,0,7,3,110,0,0,0,0,0,4,0,0,0,14,0,6
9750001,975,1,4632,2254,2234,7,427,0,1372,0,0,2,34,0,0,0,29,116,1,85,59,1,1,4,38,26,1,5,3,0,1,29
8180001,818,1,432,355,355,1,2,3,0,0,0,0,77,0,0,0,0,17,0,145,2,0,0,0,1,3,0,0,0,40,0,65
13210001,1321,1,250,147,144,1,42,0,87,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,3,4,0,0,0,0,0,1
2350001,235,1,344,225,219,1,97,3,0,0,0,0,10,0,0,0,0,17,1,29,18,0,0,0,0,33,0,0,2,5,0,4
11100001,1110,1,235,169,167,1,34,0,0,0,0,0,18,0,0,0,0,14,9,57,2,0,0,0,0,20,0,0,3,3,0,7
7170001,717,1,657,560,560,1,196,0,1,0,0,0,36,0,0,0,0,40,8,120,29,1,0,0,0,112,0,0,5,4,0,8
37640001,3764,1,256,225,225,1,0,0,0,0,0,0,126,0,0,0,0,0,0,34,0,0,0,0,0,0,0,1,0,64,0,0
2050001,205,1,454,380,378,1,231,0,0,0,0,0,12,0,0,0,0,19,1,18,47,0,0,0,0,41,0,0,7,0,1,1
40260001,4026,1,576,420,419,1,108,0,0,0,0,0,45,0,0,0,0,41,6,107,14,0,0,0,0,76,0,0,17,1,2,2
6180001,618,1,567,470,467,1,45,25,0,0,0,0,62,0,0,0,0,91,3,153,4,2,0,0,0,32,0,0,4,19,0,27
65000032,6500,32,5440,3627,3598,9,590,186,2,0,1,0,200,0,0,0,0,490,163,1104,51,0,0,0,4,350,1,1,47,88,2,318
65000031,6500,31,7543,4835,4770,12,931,69,2,0,0,0,288,0,0,0,0,658,415,1410,84,2,1,0,0,481,0,2,55,77,5,290
65000023,6500,23,5184,3677,3650,8,564,21,37,0,0,6,251,0,0,0,0,641,129,1273,67,0,0,0,0,383,1,4,58,53,2,160
65000061,6500,61,4180,2410,2380,8,335,15,13,0,0,1,120,0,1,0,0,410,257,791,43,0,0,2,3,213,3,3,26,17,2,125
65000024,6500,24,1810,1049,1032,3,88,7,2,0,0,0,48,0,1,0,0,158,128,423,13,0,0,0,1,74,1,0,10,7,1,70
65000062,6500,62,1370,851,838,2,43,7,0,0,0,0,44,0,0,0,0,187,86,312,2,0,0,0,0,38,0,1,4,34,1,79
65000063,6500,63,4227,2800,2771,7,200,29,5,0,0,0,97,0,0,0,0,733,107,981,34,1,0,0,0,128,0,2,30,51,0,373
65000064,6500,64,3782,2385,2348,6,293,18,0,0,0,1,74,0,0,0,1,531,99,809,74,0,2,0,1,130,0,3,29,37,3,243
65000045,6500,45,4712,2976,2935,7,585,40,6,0,0,2,173,0,0,0,0,406,212,913,45,0,1,1,0,320,1,1,19,42,3,165
65000053,6500,53,4940,3046,2980,8,537,104,13,0,1,0,134,0,1,0,2,414,302,909,48,3,0,0,1,273,0,1,31,36,1,169
65000051,6500,51,691,388,377,1,77,3,0,0,0,0,19,0,0,0,0,42,30,127,7,2,0,0,0,40,0,1,6,8,0,15
65000043,6500,43,3080,2048,2021,5,355,89,35,0,1,1,96,0,0,0,0,315,58,568,44,1,1,1,0,217,0,2,28,33,3,173
65000042,6500,42,4556,3123,3091,7,730,71,10,0,1,0,131,0,0,0,0,404,137,804,121,0,0,0,0,445,0,1,32,32,4,168
65000041,6500,41,6635,4516,4472,10,695,42,5,1,0,0,219,0,1,0,0,654,763,1264,70,2,0,0,0,564,2,1,53,39,2,95
65000013,6500,13,5036,3462,3436,8,641,28,8,0,0,0,169,1,0,0,0,508,202,1181,91,1,0,0,0,384,0,1,44,35,4,138
65000021,6500,21,2797,1723,1702,4,172,12,0,0,0,1,85,0,0,0,0,230,246,662,31,1,0,0,0,148,0,0,21,22,0,71
65000012,6500,12,1940,1214,1198,3,156,9,0,0,0,0,58,0,0,0,0,133,209,437,13,1,1,2,1,104,0,0,19,11,0,44
65000011,6500,11,1867,1149,1127,3,101,6,0,0,0,0,47,0,0,0,0,130,204,418,28,0,0,0,0,104,0,1,17,1,1,69
1600001,160,1,515,432,431,1,227,1,2,0,0,0,18,1,0,0,0,19,1,45,38,0,0,0,0,72,0,2,2,3,0,0
66000225,6600,225,3158,2323,2299,5,330,22,1,0,0,1,104,0,0,0,0,258,56,927,30,1,0,1,0,194,0,2,33,76,2,261
66000114,6600,114,664,485,477,1,93,2,0,0,0,0,36,0,0,0,0,51,18,155,4,0,0,0,0,58,0,0,3,11,0,46
66000311,6600,311,1622,1134,1131,3,239,10,0,0,0,0,66,0,0,0,0,113,27,363,29,1,1,0,0,149,0,2,19,28,1,83
66000321,6600,321,3864,2527,2498,6,742,16,15,0,1,0,112,0,0,0,0,233,144,644,101,2,0,3,0,354,0,1,33,30,0,67
66000224,6600,224,1770,1209,1198,3,274,6,1,0,0,0,70,0,0,0,0,162,57,319,48,1,0,0,0,186,0,0,11,15,2,46
66000223,6600,223,4579,3019,2994,8,601,14,1,1,0,0,155,0,0,0,0,354,179,882,90,3,1,2,1,381,0,0,35,58,2,234
66000611,6600,611,14562,8943,8824,23,1542,53,7,1,0,3,423,5,0,0,0,1081,540,2916,162,0,0,1,0,1031,3,6,85,162,5,798
66000411,6600,411,2462,1487,1468,4,338,12,3,0,0,0,85,1,0,0,0,166,100,407,43,0,0,1,0,192,0,1,14,22,1,82
66000313,6600,313,3208,2152,2135,5,534,12,5,0,0,0,115,2,0,0,0,214,87,596,62,1,0,0,1,291,1,3,33,38,1,139
66000312,6600,312,2197,1526,1517,4,441,7,1,1,0,0,73,0,0,0,0,173,43,409,65,1,0,0,0,231,0,0,20,10,5,37
66000323,6600,323,6057,3775,3741,11,1052,33,4,0,0,1,170,0,0,0,0,363,235,959,134,0,0,1,0,563,0,2,37,39,4,144
66000413,6600,413,915,692,683,2,200,3,0,0,0,0,33,1,0,0,1,74,33,166,11,1,0,0,0,119,0,0,9,11,0,21
66000521,6600,521,5740,3722,3679,9,917,22,6,0,1,0,173,0,0,0,1,422,221,1034,82,2,1,0,0,515,2,2,40,49,0,189
66000314,6600,314,2896,1719,1693,5,420,9,1,0,0,0,100,0,0,0,0,200,127,438,51,0,0,0,0,233,1,2,24,17,2,68
66000623,6600,623,10463,6503,6417,20,1112,53,4,0,0,1,330,2,0,0,0,843,432,2011,132,0,0,1,1,670,3,4,68,136,3,611
66000113,6600,113,2449,1495,1475,4,318,3,1,0,0,0,54,0,0,0,0,171,96,483,37,0,0,0,0,168,0,1,10,30,2,101
66000625,6600,625,6775,4548,4480,11,532,26,7,1,0,0,217,2,0,0,0,533,365,1596,59,0,0,1,0,355,1,4,49,109,2,621
66000626,6600,626,626,441,434,1,29,5,0,0,0,1,15,0,0,0,0,45,29,161,2,0,0,0,0,26,0,0,4,9,0,108
66000621,6600,621,4540,2864,2835,7,259,20,0,0,0,0,108,0,0,0,0,267,153,942,25,0,1,0,0,153,0,2,22,160,0,723
66000612,6600,612,6049,3633,3578,10,668,23,4,0,0,0,145,0,1,0,0,404,303,1108,68,0,1,0,1,368,1,6,36,86,1,354
66000613,6600,613,1992,1126,1103,3,156,9,1,0,0,0,39,0,0,0,0,127,78,369,20,0,0,0,0,104,1,1,6,28,0,164
66000335,6600,335,2071,1453,1441,4,416,9,2,0,0,0,56,0,0,0,0,146,37,430,32,0,0,0,0,184,1,1,19,24,1,83
66000522,6600,522,3504,2347,2319,6,493,16,0,0,0,1,103,1,0,0,0,306,89,752,49,1,0,0,0,257,1,0,19,47,1,183
66000523,6600,523,3085,1923,1906,5,418,12,4,0,0,1,76,0,0,0,0,247,86,566,48,0,0,0,0,192,0,3,34,53,0,166
66000514,6600,514,2822,1567,1545,5,173,7,2,0,1,0,62,1,0,0,1,170,230,549,15,0,0,0,0,129,0,2,17,32,4,150
66000215,6600,215,7953,5355,5301,13,1039,43,2,0,0,0,295,0,0,0,0,648,299,1570,106,1,0,1,0,751,0,3,59,63,4,417
66000512,6600,512,4790,2676,2639,9,257,16,0,0,0,1,100,0,0,0,0,361,262,1035,24,0,0,0,0,155,1,0,30,87,3,307
66000416,6600,416,7352,5930,5908,11,1231,31,2,1,0,0,282,0,0,0,0,767,148,1937,88,1,3,1,0,941,1,2,41,72,1,358
66000216,6600,216,4267,2904,2871,8,535,13,0,0,0,1,162,1,0,0,0,294,143,921,63,3,1,0,0,369,0,1,38,54,6,266
66000211,6600,211,3360,2142,2118,5,342,20,1,0,0,0,95,1,0,0,0,253,227,664,39,0,0,0,0,282,0,1,33,42,3,115
66000214,6600,214,1795,1347,1332,3,337,11,0,1,0,1,48,0,1,0,0,188,40,373,24,2,0,1,0,185,0,1,16,13,0,90
66000614,6600,614,2205,1405,1390,4,233,11,3,0,1,0,66,0,0,0,0,190,74,452,37,0,0,0,0,133,0,1,13,24,1,151
66000425,6600,425,2465,1866,1854,4,427,6,1,1,0,0,110,0,0,0,0,243,64,530,44,1,0,0,0,302,0,1,22,11,3,88
